T95018,T61609,T71025,X55715,T52185,T57633,R78934,T51529,M26697,T51023,D63874,T57630,M36981,M76378,M63391,M76378.2,T79152,H64489,X15183,X14958,Z50753,D31885,U30825,T60155,H40560,R87126,M22382,R42501,T51571,X12671,X70944,M76378.3,H40095,X70326,Z49269,T92451,Z49269.2,R75843,U29092,H43887,H11719,T86473,X12466,R08183,R36977,M80815,U09564,L08069,R84411,T96873,X74295,T40454,X12496,T47377,T62947,L05144,U26312,H77597,R64115,J02854,L41559,L25941,X86693,X74262,X63629,X13482,T83368,M36634,R52081,T86749,H87135,M26383,D42047,T67077,D00596,X53586,X54942,H20819,U17899,J05032,H08393,H06524,U32519,H55916,U25138,U19969,X56597,M91463,X62048,D29808,T60778,M64110,Tissue Type
1.3625725,1.2587083,-0.5738672,1.1101579,1.6310377,1.3065092,-1.7356896,1.490993,1.2151058,1.2660026,0.07895489,1.6421506,1.0475095,0.0069418,-0.688104,-0.0155125,0.69924095,0.43815871,1.0746113,1.3742977,-0.6038347,0.5507649,0.3546323,-1.052527,0.88891045,-0.7220357,0.90098657,1.5049081,-0.5124693,1.4491683,0.63749427,0.0385499,1.2893915,1.4656039,-0.4908989,-1.8862139,-0.2545241,0.36062991,0.49465175,0.66900489,-2.1091885,0.77326919,-0.2358893,-0.1594086,0.21320683,0.20735005,1.6497013,0.11991914,-0.4209205,0.95574714,-0.4362141,0.57621295,-1.6462026,1.3648208,0.93125231,-0.2409859,0.73879416,-0.4281617,0.28244591,-1.2114773,-0.1060561,-0.3508949,-0.8314477,0.10983909,1.1226279,1.0206397,-0.2959689,-0.1026001,0.88503839,0.77704412,0.79402528,0.09142096,-0.3990043,-0.6327481,1.4236885,2.1239603,0.33223849,1.5694543,0.60844964,0.53723066,0.9569453,0.09994628,0.71841842,-0.1355869,-0.0804889,-0.5054875,1.4972399,-1.7282563,1.4386708,-0.2607074,-1.0303696,-1.0681733,Colon
0.56340746,0.02296969,-0.8818219,0.67898263,0.92731139,-0.5964878,0.20085891,0.34635158,1.1691608,0.65842745,0.891634,0.36638328,1.1591371,-0.5803952,-0.2204042,-0.135831,-0.0041962,-0.2109405,-0.6934969,0.42937404,-0.9553383,0.12336782,0.3047578,0.36243754,0.24786623,-0.9068867,1.1675023,0.23397309,0.18620206,0.95611653,0.28795403,-1.0397361,0.39821524,0.16803909,-0.3810447,-0.0142138,-0.4228695,0.79394502,-0.3361239,-1.4863014,-0.5112044,0.69010146,0.72687812,0.85543007,-0.1387143,-0.4192766,0.95312608,-0.8014159,0.81476039,0.29687162,-0.1774264,0.55590816,-0.4773884,-0.1185741,-0.0523108,-0.3627312,0.32669063,-0.7617819,0.59683416,-0.6483987,0.49794979,1.0944968,-0.4628311,0.18099493,0.33289705,0.08370815,0.76467587,-0.8667963,1.396749,0.7594597,0.71332181,0.53990252,-0.5025257,-0.554444,-0.0296603,-0.3105973,0.64139361,0.5149587,0.59342744,0.70121945,-0.0136764,-0.4654042,0.91680581,0.32289029,-0.162618,-0.4873907,0.80952997,-0.5818783,0.13754089,-0.4270449,-0.330651,-0.2951697,Colon
0.28267873,-0.0297973,-0.7930054,1.3368638,0.2517683,0.63505564,-0.0309557,-0.1401846,-0.4330232,0.64512204,0.47247106,0.716768,0.09827454,-0.235451,-0.1383063,-0.2323781,0.32209864,0.09623765,1.1706423,1.5575597,-0.6770074,0.96112466,-0.2860872,0.36890206,0.25236426,-0.3359595,0.51500712,-0.1996774,1.5823154,0.46001568,0.82500696,0.07727208,-0.034753,1.5028968,-1.4474919,-0.3010974,-1.196763,0.27103745,0.30080385,-0.8393902,-0.3261778,0.74458895,1.1355907,0.7451277,0.55963433,0.02782008,0.7395276,0.23236134,1.5896239,0.11146362,-1.2037262,-0.0178752,-0.419821,0.8487016,0.37860838,-0.0948849,1.654432,-1.1191379,1.0617926,-0.0839677,0.14336152,1.7077992,-0.2991394,0.36969284,0.74318343,0.44068249,0.91166108,-0.7194073,-1.0681371,0.22058442,0.10801027,0.68185096,-0.4196232,-1.2625218,0.54897463,1.9334647,0.31649313,1.0314701,1.0350975,0.24807859,0.40415411,-0.4979331,1.5919258,0.86771489,-0.0488986,-0.6120759,0.76225544,-0.7039289,1.2040967,-0.1836911,0.07195742,0.31677837,Colon
1.2416417,1.1373694,0.09210985,0.46304062,-0.1179283,0.17284068,-0.9961352,1.6306224,2.1816259,1.5095619,1.0148536,0.3560462,1.6067496,-0.4900404,-0.9562448,-0.4241008,0.11046664,-0.0469933,0.95740774,1.4946618,-1.6538668,0.60931775,1.853674,-1.2635556,0.87570733,-1.8618741,2.0048003,1.4725832,-0.6254502,0.89904655,-0.0370299,-0.809184,1.114727,0.73933096,-0.6032334,-1.1636791,-0.3957084,1.1042873,0.28629926,-1.6409527,-0.7280382,0.85610007,0.86630922,0.6892488,1.1880298,0.06710576,1.0793433,2.6484447,0.63436372,2.3225138,-1.5433402,1.8136982,-1.3651209,0.82361108,1.1410622,-0.0616761,1.2710425,-0.4062502,0.1087477,-1.5616986,0.38097257,0.95496246,-0.9179388,0.57032621,0.03943367,1.4232445,0.98672278,-1.168886,0.78709363,1.1912988,1.1376131,1.8958041,-1.2971493,-1.9779458,1.4185834,1.2491584,1.7585004,0.93117979,0.66360718,1.5949178,1.4188286,-0.4179636,1.7570746,0.62000338,-0.9414102,-0.3446146,1.08921,-1.640734,1.8273502,-0.1798692,-1.4521543,-0.7448908,Colon
-0.3776312,-0.2671199,-1.6886371,0.60394238,0.3879434,0.44001465,-1.001768,-0.5608775,-0.6274656,-1.261162,0.45847035,-0.6726904,-0.6122612,-0.818543,-1.3290629,-0.9010415,-0.5700502,-0.5334935,-0.016119,-0.4334903,-0.6506355,-0.4801293,-0.0908917,-0.8085581,-0.1232625,-0.5654257,0.03287188,-0.1240266,0.34863071,-1.0880878,-1.7698894,-0.8223974,-0.400455,-1.059878,-1.7506564,-0.9372935,-1.2069798,-0.094546,-0.1542101,-1.9616174,-0.9429098,0.38280308,0.30992008,0.45352461,-0.4577811,-1.7621897,0.46720155,-2.4829501,1.1281942,-0.9560078,-0.0703163,0.3841753,0.15707456,0.70313594,-0.1982231,0.44803509,-0.4719163,-0.4331721,0.79989435,0.21459514,-1.6085447,0.60476273,-0.4961999,-0.3030559,0.80742802,0.9659852,1.5518516,-0.3117358,0.9998293,-0.2967456,-0.0965387,-0.8063152,-1.3416854,0.04493932,0.00503368,-0.2140257,-0.3307603,1.1440128,-1.7212257,0.12616807,0.01570163,-0.5340754,-0.0939969,0.35522852,-1.249155,-2.061858,0.75430641,0.45587483,-0.1632026,-1.138804,-0.4479064,-1.1760799,Colon
1.5996675,1.7318955,-0.4807948,0.3016854,0.14598966,0.55621454,-1.5798341,2.1926431,2.0477119,1.481178,0.75874015,0.65182827,1.8565733,-0.4622689,-0.8700288,-0.4152321,0.35369862,0.71870699,0.4921053,1.4642025,-1.6456361,-0.4715597,1.9794784,-1.2321837,1.5870765,-1.2148833,1.5887868,0.68719811,-0.2999279,0.88828658,0.13963956,-0.0924532,1.95904,0.44290146,-0.7272373,-1.5673393,-0.2505144,0.02485921,0.07494234,-0.9013071,-1.7109799,0.69090707,0.8961655,0.83849418,0.83746579,1.1745364,1.8387546,1.8170117,0.64592719,1.9528192,-1.105399,2.2207312,-1.1063684,0.63703177,1.8213263,-0.5971865,0.79938807,-0.619372,-0.0144103,-1.0117984,0.12850375,0.63021293,-1.128958,0.45255316,0.43118452,0.35675637,0.44029598,-0.9662106,1.1651895,1.5261565,1.277929,1.748751,-0.0768379,-1.1280335,0.68395633,0.52374169,2.1654246,-0.5126607,1.3055742,2.0825666,1.9081553,-0.642259,2.1722649,0.90681196,-0.8509063,-1.0320997,1.081896,-0.6753775,1.6950019,0.85041387,-1.5455426,-1.2101255,Colon
1.4062528,1.0344979,-0.3546155,1.072339,2.0151166,1.6560669,-0.3123462,1.7288715,0.64709176,0.96107686,0.38746153,2.0751443,0.65531279,-1.1408104,-0.397172,-0.7291866,1.4550389,-0.9854638,0.78967604,0.33603959,-0.3438832,0.69604609,0.29928359,0.22930252,0.34238346,-0.7320682,0.67663401,1.2387931,-0.2231412,1.6532005,1.3528178,-2.1708973,1.1953275,1.4470123,-0.6305975,0.12480552,-0.7513706,0.96936144,0.62993188,-0.021929,0.14991093,1.0649362,0.84726926,0.64758248,0.63464535,-0.7034773,1.0597984,-0.0962863,1.3746457,0.2608727,-0.2792757,0.35307788,0.36556004,0.04278539,1.2532212,-0.7688369,1.8544248,0.01857237,1.7830379,-0.3813253,1.116383,1.1207246,0.4326437,0.94377255,0.17340976,0.84995366,0.76816054,-0.614075,0.34707196,1.2037524,1.2975397,0.28293645,0.19527963,0.22891669,1.1231222,1.4737337,0.90132048,0.44641224,-0.3807118,1.1242897,1.2049195,0.26229403,1.2135193,-0.0664354,-1.4901364,0.21462251,1.6186454,-0.097626,0.98570083,0.34856494,0.69630509,0.7146365,Colon
0.30198275,-0.4026315,-0.835159,-0.5980262,0.5100912,-0.7064402,0.99012574,-0.4227,-0.583648,0.36665661,-0.6126258,-0.6520294,0.13413325,-0.666656,-0.3286792,-0.8077751,-0.3067386,-0.0712559,0.53252396,-0.6401352,-0.9588578,0.14038497,0.10794241,0.69727595,-0.3082684,-0.9718045,0.10320562,0.23222968,1.6081623,0.41140849,0.05524399,-0.790855,0.28931356,-0.0744661,-0.3352721,0.62635727,-0.346674,0.37139989,0.88095277,-0.5179914,1.784621,0.09677948,1.3663894,1.2456544,-0.0753878,-0.4578251,0.87158685,-0.2805802,1.2655698,0.13477302,-0.4900175,-0.0497943,0.83642695,-0.1758914,-0.228456,-0.1761407,-0.3068067,-0.3756492,0.53951293,0.17330486,0.01441736,0.90671587,-0.1753062,0.75470366,0.14378821,-1.0197377,1.2181189,-0.7651473,0.37267399,0.05287393,0.89029664,-0.094296,1.3133935,0.21098015,-0.7526736,-0.5233171,0.71312728,0.43651393,0.66909221,0.45515861,0.09304374,-1.0939467,-0.0459735,1.2703877,-0.4933541,-0.3031197,0.83263684,0.86485023,0.73634546,0.0021419,0.92129396,0.1120963,Colon
-0.0914879,0.91900818,-0.5475336,0.36853342,-0.0727187,0.99254487,-1.2438309,0.54605052,1.2191301,1.4821219,0.18770455,1.8140832,1.1864877,-0.8446839,-0.5161721,-0.5032842,0.95423546,0.12175304,2.0989548,1.2117854,-0.59241,2.0692207,1.4129819,-1.3212806,0.43300491,-1.0258006,1.5351936,1.4512907,-0.1884606,1.4155785,1.2764905,-0.8438345,1.2365543,0.74443556,-0.6188255,-0.5323234,-0.9883412,1.6697695,1.1516272,-0.3771487,-2.8181545,1.3911439,0.08241911,0.31835238,0.49744154,-0.887136,1.1878989,1.2326316,-0.2181309,1.2906182,-0.0289604,2.0006492,-1.4752031,0.65757689,0.48325204,0.28073828,1.2007227,-0.9323606,1.3911761,-0.6550161,1.5247912,-0.3713592,-0.0821816,0.28855577,0.6211079,2.2640839,0.48932188,-0.585644,1.0931409,1.4199707,1.1860146,1.5227939,-1.33503,0.00112128,2.1873914,2.4356981,1.9688709,0.07785961,0.37156723,-0.1147197,-0.1173008,0.29187016,0.2402528,0.03422255,-0.3919744,-0.1557958,1.0146686,-1.7648099,2.261217,-0.5899851,-1.1724408,-0.791964,Colon
-0.7738521,-1.1576098,0.19367327,-0.3922823,0.26906752,-0.2966775,0.6476295,-1.3892077,-1.2947378,-0.4314265,0.34458812,-0.161194,-1.4910169,0.5997668,0.58922367,0.53954544,-0.3558975,0.51950285,-0.3741477,-0.7384653,-0.1005618,-0.0663399,-1.4026401,0.93667124,-0.8654687,0.42987096,-0.8521753,-1.3850459,-0.3967693,-0.8565742,0.7480048,-0.014264,-1.5297784,0.06544049,0.91588085,0.84999862,1.0090649,-0.2910887,-0.0563237,1.2408465,0.12449427,-1.0154594,-0.2791889,-0.3689199,-1.2724547,0.62913602,-1.0328123,0.29797001,-0.1820476,-0.6319903,0.66521137,-1.1117513,0.72747203,-1.3265404,-0.6409855,1.3293076,-0.4351176,0.89752199,-0.566806,0.9285714,-0.8563586,-1.3811197,1.0980358,0.08928799,-1.0558227,-1.2494184,-0.3859793,1.0776593,-1.1123528,-0.7117937,-0.7933222,-0.8232134,0.49909583,0.61200109,-0.6294257,0.4039153,-0.3726658,-0.6743857,-0.5940806,-2.0444411,-1.9052434,1.2348561,-0.6334413,-0.3274414,0.34896017,0.23837351,-0.4242331,0.29813705,-0.3812703,1.0471879,0.87718375,1.0115268,Colon
1.22399,0.96122233,-0.4169017,-0.0729355,-0.6445921,1.3709007,-1.3836779,0.72029319,1.1225917,1.3858228,0.18257899,1.0221927,0.54243726,-1.1652438,-0.5512226,-0.8377016,0.4385806,-0.4031076,-1.5674924,1.2943579,-0.6020581,1.2795398,1.0266739,-1.3921775,0.56418357,-0.6301092,1.47562,0.89060404,0.915597,0.85741481,1.1758718,-0.888463,0.75265299,1.320518,-0.2183116,-0.7314494,-0.125527,1.0924415,1.4259703,-0.3013914,-0.8956537,0.96844609,0.26624261,0.35619284,0.50990324,0.38477094,1.2896504,1.6949531,0.09280619,1.9591961,-0.9209662,1.7482467,-1.5218543,0.8005115,0.13670309,-0.8169049,2.1388884,-0.7221999,-0.2890431,-1.4615164,1.6180597,0.11923283,-0.6421204,-0.6334181,0.79518975,1.2102738,0.56056353,-0.4950692,0.55988736,1.713836,2.090424,0.6943193,-1.5755049,-2.543023,1.0954679,1.6246622,1.1847969,0.77819475,-0.0067142,0.7653776,1.0273937,-0.962894,1.5050491,0.26180798,-1.0295451,0.03295162,0.13562258,-0.9100615,1.7273112,0.11860486,-0.6067571,0.0329446,Colon
-0.3545809,1.2104265,-1.1588717,-1.1003839,0.00199874,-0.5106339,-1.5166463,0.97581525,0.94306449,0.90893076,0.082279,-0.8036363,0.98473886,-0.6896341,-0.8071617,-0.8805352,-0.8851254,0.47317714,-0.9129359,-0.618284,-1.8531084,0.20618847,1.4091342,-1.8530349,0.15398261,-1.8430077,1.5761835,1.2291955,1.0080651,-0.5760727,0.62380244,-1.309105,0.9497114,0.04547734,-0.1863418,0.03262926,-0.105927,1.7160791,0.45156796,-1.4401427,-1.2046147,-0.0955916,0.31015951,0.70168748,0.56588325,0.38710944,0.80287342,0.91745724,-0.6816255,0.72178771,0.23118655,2.1008425,-1.7110917,0.79256337,1.2679733,-0.4546642,0.84314961,-1.4707623,0.52091923,-1.4223082,-0.2106128,0.32577294,-1.1656764,-0.0093841,0.01396073,0.50859697,1.096043,-0.4682009,2.0489585,1.7757565,1.1182581,-0.1651177,0.47807462,-0.5808554,1.1184748,0.47833877,1.6332394,-0.6053607,-0.7449072,0.44124006,0.71035234,-1.4721622,0.13033258,0.17460526,-1.4972114,-0.5900365,0.19860634,-1.011318,-0.2579129,-1.0787711,-1.6445875,-2.1357405,Colon
-1.291515,-1.7652979,0.95717352,-0.7186009,0.07179352,0.03628055,1.4579027,-2.4760743,-1.9718954,-1.1144752,0.20287439,-0.1485993,-1.3568778,0.99910103,1.0491542,1.1112479,-0.2499406,-0.6894381,0.2538865,-1.5733734,0.68506612,-0.4766733,-1.6618637,1.130245,-0.0300457,1.0102949,-0.9477511,-1.693918,-0.2624396,-0.3817312,0.92860287,0.13082014,-1.3137996,0.03615694,-0.1215961,1.3896642,0.28123866,0.10188693,0.72323629,1.5780082,0.19274209,-0.7172174,-1.784358,-2.1866535,-1.7514886,-0.0125887,-0.7073464,-0.757689,-0.4306224,-0.3568544,2.1614169,-1.0023476,0.43107227,1.043484,-2.0043662,1.5823107,-0.063248,1.3392669,0.15257607,0.91902625,0.54808625,-1.3859164,1.3915251,1.0079905,-1.4811057,-0.1937851,-0.5331245,1.7836989,0.16791775,-1.7687456,-0.5348658,-0.7112267,0.87613545,1.0488812,0.29183275,0.13009211,-0.0492726,-0.1871901,-0.2377725,-1.157735,-0.5635325,1.2369688,-0.0487454,-0.553873,0.45411479,0.81742677,-0.0735003,0.75528051,0.14922437,0.43078195,0.84164836,1.5441078,Colon
1.2282002,1.1044443,0.68901665,-0.247552,-0.1802254,0.98795267,-1.165176,0.94428756,0.98109014,1.2105861,0.084086,0.2008927,1.1988869,-0.7012857,-0.158315,-0.5239838,0.56356763,0.54133333,0.47408122,1.6030628,-0.7511311,1.0413069,1.3291756,-0.6632676,-0.3464058,-0.6001042,0.29762231,1.7453371,0.56602282,1.0973207,1.0122651,-0.4708946,0.65367905,0.91827628,0.36681541,-0.332093,0.18694281,0.85071444,1.3006361,-0.9580065,-0.694028,0.68659595,0.53393577,-0.1986355,0.9100067,-0.0799883,0.91101433,0.94068388,0.63297065,1.4701384,-0.3224664,1.3431738,-1.2267632,0.47534018,0.67897412,-0.7902627,0.74406443,1.0252613,0.52200753,-2.4762256,1.1914163,-1.2363845,-1.673477,0.9403114,-0.0113355,-0.5333222,0.36183294,-0.7068874,-0.011711,1.9510908,1.4332778,-0.0351613,0.48285049,-0.588263,0.66948103,-0.3199227,1.0481142,-0.2349023,0.11442891,1.2871331,1.6404199,-0.9739405,1.3336332,-0.5367741,-0.4858878,-0.0083893,0.49291206,-0.9718851,1.0608516,-0.0533932,-0.7869418,-0.5092479,Colon
0.85386105,0.40889643,0.07476738,0.25889105,0.17327994,0.50401778,-0.1387507,0.8573308,0.43459609,-0.3236539,-0.3032677,0.56863303,0.22071387,-0.371456,-0.091052,-0.4141403,0.5634851,1.1349801,-0.3177446,0.32644136,-0.5451224,-0.3753719,0.44993231,0.12371047,0.40672893,-0.4977063,-0.2954089,0.34860228,1.6763364,0.60425899,0.86009641,-0.4972824,1.1662294,0.45248368,0.12539033,0.00359743,-0.4692591,0.52916059,0.12850568,-0.4597492,0.78954038,0.01678944,0.91896543,0.69450993,0.00178676,-0.165093,0.95479382,0.10507255,0.61859229,0.66297199,-0.1853454,0.21786653,0.06485624,-0.2387612,0.09078644,0.36098375,-0.1731505,0.83290764,0.17111802,-0.9009594,0.03640572,0.51067779,-1.166676,-0.5609051,0.49320938,0.38439526,0.27174484,-0.4134067,-0.0795943,0.79187148,0.85594704,0.80032939,0.92525352,0.30325328,0.12729178,-0.3131186,0.5420922,-0.3492654,1.0759895,0.29504526,0.97756005,-0.8662262,0.49309044,0.79821354,0.45818908,-0.2097828,0.20337455,0.29224844,-0.0144863,-1.1524728,0.15756659,0.18058165,Colon
-0.894582,-0.3754575,1.7028386,-1.5806937,-0.5429273,-1.5853663,1.0492058,-0.6865914,-0.1422943,0.14614195,-0.0760518,-1.3259214,-0.543524,1.6472563,1.5454767,1.7217753,-1.7441011,1.3258438,-1.9682361,-0.5264957,0.72892722,-0.9733101,-0.2465851,0.85628147,-0.9628224,0.30747168,-0.1204097,-0.3321514,-0.8034123,-0.4711224,-0.3396122,0.95081336,0.04258668,-2.0346525,1.9212045,1.2946506,1.890807,-1.053043,-2.4814932,0.9931731,-0.5928808,-2.6147983,-0.8931214,-1.012744,-0.5568165,0.67170599,0.11052161,0.44712488,-0.8902382,0.56205558,1.8275059,0.26262281,1.0268793,-1.5515947,0.52250806,0.69058214,-0.7741697,1.3051341,-1.6355988,1.0484418,0.21799535,-1.2594068,1.4246037,-3.9621462,-1.3299812,0.30342101,-1.0089707,1.3921049,1.5093637,0.24514891,0.98913301,0.5193598,0.81837409,0.37445302,-0.5983106,0.06350852,-1.0088635,-0.7990121,-1.3312445,0.14691414,0.01307588,1.3693015,-0.9192194,-1.2898102,1.7097263,2.0081583,-1.0036329,0.65108506,0.91812626,1.3653521,1.0837252,1.2430065,Colon
-0.9231331,-0.8809542,0.202636,-1.407803,-0.8852778,-1.326056,0.82481475,-0.6150631,0.04325113,-0.1350515,-1.0719193,-0.8412621,-0.5251468,-0.1794063,-0.088163,-0.1330004,-1.2510442,-2.3601863,-1.5252243,0.07474138,-0.7435722,-1.8458982,-0.4750088,1.0038514,-2.7911644,-0.2122137,-0.7438369,-0.1997525,0.85100132,-0.7146886,-0.681655,-0.8319774,-0.6389595,-1.2759056,1.7542248,0.72936531,1.8341396,-1.1402247,-0.5535605,0.58770938,1.6160993,-0.9962141,-0.0819365,0.01876342,-0.0135423,-1.0297839,-0.1503937,0.23204112,0.34507635,0.18511824,1.6908361,0.35383704,2.7135104,-2.0069692,-0.4641071,-2.210944,-1.3780788,0.48864091,-3.8409897,0.44957795,-0.0687895,-0.2666586,0.84106778,0.04449849,-1.2287693,0.28647514,-0.7736056,-0.6011764,0.91936369,0.04190593,0.98721041,-0.0269701,0.40689027,1.2014844,-0.6776068,-0.9339684,-0.9312129,0.52549869,-0.4963868,0.0190217,0.07203268,-0.0073418,0.79242598,1.675147,0.58285074,0.62967256,-0.7294091,-0.1325736,-0.7486627,-0.2431541,1.3312826,0.32108996,Colon
0.11696588,0.07856805,-0.4348788,-0.0614268,0.90381351,0.48712346,-0.3887752,0.2218586,0.16619213,0.43454262,-0.4835022,0.9894655,0.43360714,-0.9502422,-0.8130056,-1.0610697,0.60029107,-0.6266119,0.25426109,0.35182258,-0.0040368,0.87983935,0.18157174,0.22121041,-0.4726143,-0.5616702,0.46110264,1.3687276,1.1850861,0.18976778,0.87815956,-1.2992999,0.62374148,0.42692687,-0.9943196,0.60392555,-1.2770033,2.2528366,1.4545148,0.5163889,0.40909944,0.92850021,1.5068832,1.3411085,2.0262672,-1.3158943,0.43678518,-0.7808187,1.6069575,0.26295259,-0.711353,0.73285151,0.46056578,0.26425554,0.15749874,-0.3527948,0.6684655,-1.0518477,1.0940761,-0.3008881,1.2309226,0.80349099,-0.942649,1.1094134,1.3409969,1.1287134,1.1548532,-1.743259,1.1581777,0.66635196,0.50381771,0.21523589,0.77077518,-0.9800609,0.03503298,-0.6379292,0.64979676,0.85739445,1.3287884,0.29311197,0.20300771,-0.7171842,0.23040552,1.728308,-0.00594,-1.2617932,0.47787996,1.0507154,0.05438589,-1.645171,0.48966096,-0.2635923,Colon
1.1862536,1.1695903,0.58160964,0.50629995,0.40891434,1.1061424,-0.4885847,1.1155029,0.36033847,1.3418607,1.3281439,0.67667187,1.4137158,-0.6027572,0.09452403,-0.4636488,0.10867214,-0.5088177,0.57413115,1.7709375,-0.500565,1.2342163,0.4289503,-0.3936695,-0.2304756,-0.5508953,1.5758879,2.0190464,0.16183441,0.83678531,1.0186347,-0.8201353,0.70678104,0.73960863,-0.6727212,-0.117874,-0.5179348,0.63018837,-0.0341628,-1.0167857,0.37884504,-0.0033162,1.1510758,1.6544469,0.77565515,0.32209977,0.79011457,0.6399824,1.051483,2.0911805,-0.4376478,0.62452468,0.23662529,-0.6005304,0.52196661,-0.8230896,-0.814265,1.4694459,-0.7237888,-0.9162168,1.8130384,0.14396538,-0.230326,-0.1580722,0.16773572,1.7191511,0.08677023,-0.1317276,-0.2697912,1.1517086,-0.0886949,-0.2060071,-0.3023577,-1.5212471,0.95923282,0.42275964,1.6195778,0.84789476,0.69185963,0.64354706,0.81545133,0.07358131,0.69429227,0.60605239,-2.5383994,0.24919282,-0.1211727,0.49172766,1.0157722,-0.7590373,-0.2836338,0.06585166,Colon
-0.3314234,0.23227401,-0.5237201,0.55049342,0.3362349,0.88627525,-0.4242984,0.28176344,1.5890145,1.1140007,-0.2032886,1.3102127,0.16636907,-1.0527221,-0.7834292,-0.9228842,0.24221488,-1.2947141,-0.0162721,1.3659761,-0.2121729,1.5671776,0.06609959,-0.3985913,1.0919881,-1.2884143,0.9868912,-0.0410184,0.56606064,1.421182,1.8535832,-1.6171481,0.65660189,0.75915402,-0.1063538,-0.6813536,-0.686564,1.5904415,0.82073489,-0.3859807,0.67986674,0.78294673,0.58405557,0.80841421,0.05915661,-0.9944308,0.48229483,2.1681476,0.43033109,1.0877199,-0.4500136,0.7371821,-0.0169299,-0.9913042,0.52195061,-0.5348916,0.98111022,-1.0123569,0.34803512,-1.0817572,1.3108603,1.5133835,-0.3983546,0.29208872,-0.0306416,1.1777144,0.53243221,-0.4499333,0.64282167,1.0998424,0.79548761,1.1970187,-0.3294367,0.19063759,2.2718458,0.93817958,1.2437285,1.1653795,1.2271705,0.45993501,-0.2124453,-1.1438005,1.5528709,-0.0841735,-0.5478101,-0.8861491,0.69645415,-2.2045885,0.10117888,-0.4968861,-0.2101611,-0.3480014,Colon
-0.9603408,-1.4535019,0.62715019,0.27333943,-0.4336391,0.60362287,1.5409214,-1.2667668,-1.9843242,-1.2707925,-0.3478712,-0.0485968,-1.2277576,1.213669,1.0688541,1.2342462,0.24233498,0.68268628,0.93384695,-2.1335055,1.6790276,-0.2547642,-1.1239381,1.5104391,0.01487614,1.5904705,-0.8527832,-1.3405056,-0.3144874,-0.0409307,0.78001906,1.5472882,-0.9631092,0.25516812,0.11693188,1.7680168,0.39587316,0.01666134,-0.1798781,0.96791906,0.56387737,-0.2282225,0.91537035,0.55259572,-0.9161746,-0.126556,-1.400772,-0.8531777,0.04895123,-1.651784,1.1041294,-1.4240252,1.1004136,0.46721239,-1.0968358,1.4673369,0.01300456,1.1541646,0.06288481,1.5470331,-0.7036656,0.6754006,1.5956891,0.82175108,-0.5961119,0.52480477,0.27781675,1.0641351,-1.8678508,-1.1446902,-1.8471696,-1.8455185,1.0671491,1.138598,-0.0007639,-0.347725,-1.4536195,0.69465321,-0.2874035,-1.000085,-1.2771499,1.1064677,-1.5956263,-0.192355,1.159185,0.73964591,-0.9598026,1.1165056,-1.2590968,-0.2557702,1.5006387,1.2755417,Normal
